1.071430000000000021e-01,-4.778950000000000142e-01,8.474579999999999613e-02,-7.159210000000000296e-01,6.994820000000000482e-01,-2.636820000000000275e-01,-3.075570000000000248e-01,-4.307500000000000218e-01,-6.427429999999999533e-01,-4.763089999999999824e-01,-3.664600000000000080e-01,-3.513510000000000244e-01,-3.465349999999999819e-01,2.805759999999999921e-01,1.070599999999999996e+00
3.571429999999999744e-02,-1.410530000000000117e-01,-8.474579999999999613e-02,-2.295119999999999938e-01,8.860099999999999643e-01,-3.482589999999999991e-02,-1.072059999999999957e-01,-5.463790000000000313e-02,-2.759170000000000234e-01,-3.740650000000000225e-02,1.801240000000000063e-01,-2.702700000000000102e-01,5.940589999999999760e-02,2.661870000000000069e-01,1.052200000000000024e+00
4.642859999999999765e-01,-2.884209999999999829e-01,-4.237290000000000223e-01,-4.966280000000000000e-02,8.652849999999999708e-01,1.641789999999999916e-01,6.151140000000000080e-02,-1.080050000000000038e-01,-2.057420000000000082e-01,1.122189999999999993e-01,2.546579999999999955e-01,-9.459460000000000091e-02,4.158419999999999894e-01,6.546760000000000357e-01,1.060300000000000020e+00
-5.357140000000000235e-01,-4.000000000000000083e-02,-3.220339999999999869e-01,-6.382590000000000208e-01,7.927459999999999507e-01,-5.721389999999999532e-01,-5.465729999999999755e-01,-5.883099999999999996e-01,-6.331740000000000146e-01,-3.516210000000000169e-01,-2.670810000000000128e-01,-5.540540000000000465e-01,-3.168320000000000025e-01,-1.223019999999999941e-01,1.046999999999999931e+00
4.642859999999999765e-01,-3.599999999999999867e-01,-7.966100000000000403e-01,-3.296549999999999758e-01,6.683940000000000436e-01,1.492540000000000013e-02,1.282949999999999924e-01,-2.528590000000000004e-01,-3.684209999999999985e-01,-1.920199999999999962e-01,-5.590060000000000168e-02,-2.567570000000000130e-01,-1.881190000000000084e-01,6.978419999999999623e-01,1.064000000000000057e+00
6.661340000000000086e-16,-5.789469999999999894e-01,-7.966100000000000403e-01,-4.768040000000000056e-01,7.720209999999999573e-01,-4.129349999999999965e-01,-3.251319999999999766e-01,-4.561629999999999852e-01,-4.417860000000000120e-01,-3.216959999999999820e-01,-3.167699999999999960e-01,-2.027029999999999943e-01,-3.267329999999999957e-01,7.194240000000000183e-03,1.076100000000000056e+00
-7.142859999999999487e-02,2.589469999999999827e-01,-4.915249999999999897e-01,3.474350000000000181e-03,7.409329999999999528e-01,9.452739999999999754e-02,4.024599999999999844e-01,3.939009999999999734e-02,-7.814989999999999437e-02,1.271819999999999895e-01,1.925469999999999959e-01,-2.297299999999999898e-01,-4.950500000000000039e-02,2.230219999999999980e-01,1.031600000000000072e+00
-3.571429999999999744e-02,8.631579999999999808e-02,-3.898309999999999831e-01,-4.073169999999999846e-01,8.445599999999999774e-01,-2.835820000000000007e-01,-4.340950000000000086e-01,-4.155019999999999825e-01,-3.843699999999999894e-01,-1.321700000000000097e-01,6.211180000000000173e-03,-2.297299999999999898e-01,-1.287129999999999941e-01,2.230219999999999980e-01,1.040399999999999991e+00
5.000000000000000000e-01,-6.315789999999999946e-03,-3.559320000000000261e-01,-6.601269999999999361e-02,8.549219999999999597e-01,7.462689999999999602e-02,3.427069999999999839e-01,1.397709999999999925e-02,-2.408289999999999875e-01,2.244389999999999927e-02,3.105590000000000087e-02,-2.432429999999999870e-01,2.277230000000000087e-01,5.539570000000000327e-01,1.045299999999999896e+00
-5.357140000000000235e-01,-4.421049999999999980e-02,-3.898309999999999831e-01,-5.687720000000000553e-01,6.994820000000000482e-01,-4.825869999999999882e-01,-4.622140000000000137e-01,-4.688689999999999802e-01,-5.502390000000000336e-01,-3.466330000000000244e-01,-3.167699999999999960e-01,-4.729729999999999768e-01,-3.663370000000000237e-01,6.474820000000000575e-02,1.047199999999999909e+00
-5.714289999999999647e-01,-7.810529999999999973e-01,1.186439999999999995e-01,-8.058450000000000335e-01,5.647670000000000190e-01,-5.920400000000000107e-01,-5.289979999999999682e-01,-6.594659999999999966e-01,-7.799040000000000417e-01,-6.408979999999999677e-01,-7.267080000000000206e-01,-5.405410000000000492e-01,-5.445539999999999825e-01,-1.654680000000000040e-01,1.087399999999999922e+00
-3.571429999999999744e-02,-7.347369999999999735e-01,-8.474579999999999613e-02,-7.200079999999999814e-01,8.238339999999999552e-01,-6.019900000000000251e-01,-5.079090000000000549e-01,-7.407880000000000020e-01,-7.894740000000000091e-01,-7.306730000000000169e-01,-4.285709999999999797e-01,-5.270270000000000232e-01,3.564359999999999751e-01,-7.913670000000000426e-02,1.084799999999999986e+00
-3.571429999999999744e-02,-1.410530000000000117e-01,2.203390000000000071e-01,-4.849789999999999934e-01,5.958550000000000235e-01,-2.039799999999999947e-01,-2.724079999999999835e-01,-2.274460000000000093e-01,-4.417860000000000120e-01,-2.568579999999999752e-01,-1.801240000000000063e-01,-5.405410000000000492e-01,-1.782179999999999875e-01,5.035970000000000030e-02,1.052400000000000002e+00
-7.142859999999999765e-01,4.842110000000000164e-02,-3.898309999999999831e-01,-5.238099999999999978e-01,7.202070000000000416e-01,-3.731340000000000212e-01,-3.216169999999999862e-01,-3.977129999999999832e-01,-4.704940000000000233e-01,-4.064840000000000120e-01,-1.801240000000000063e-01,-6.621620000000000283e-01,-4.059409999999999963e-01,-7.194240000000000183e-03,1.042200000000000015e+00
6.661340000000000086e-16,-6.842110000000000136e-01,-1.694920000000000107e-02,-7.057020000000000515e-01,6.787560000000000260e-01,-4.228859999999999841e-01,-5.079090000000000549e-01,-6.925029999999999797e-01,-7.001589999999999758e-01,-6.259350000000000191e-01,-2.546579999999999955e-01,-5.270270000000000232e-01,-7.326730000000000187e-01,-2.949640000000000040e-01,1.081900000000000084e+00
-3.214290000000000203e-01,2.084209999999999952e-01,-9.322030000000000038e-01,-4.624969999999999914e-01,7.305700000000000527e-01,-6.716419999999999613e-01,-3.673109999999999986e-01,-2.223630000000000051e-01,-4.609249999999999736e-01,-2.019950000000000079e-01,1.428570000000000118e-01,-3.378380000000000272e-01,-2.673269999999999813e-01,-3.597120000000000178e-02,1.034000000000000030e+00
