1,1.388964014524407,2.122518301010132,0,3000,3000
1,1.3900716316906327,2.2755401134490967,1,3000,3000
1,1.3857700311158896,2.2222700119018555,2,3000,3000
1,1.3515303033647372,2.1229095458984375,3,3000,3000
1,1.397953544518904,3.101118803024292,4,3000,3000
2,10.193555880997485,3.6209042072296143,0,3000,3000
2,10.826432812902874,3.5545969009399414,1,3000,3000
2,10.422530321998282,3.6952130794525146,2,3000,3000
2,10.482500258282021,3.581238031387329,3,3000,3000
2,11.138535185658892,3.6408615112304688,4,3000,3000
3,70147.15096238488,5.247724533081055,0,3000,3000
3,66753.6878799321,5.271496772766113,1,3000,3000
3,63094.87498918167,5.438412189483643,2,3000,3000
3,63308.77252729928,5.215421438217163,3,3000,3000
3,69576.85654919742,5.237629413604736,4,3000,3000
4,1.000737992329397,3.3866655826568604,0,3000,3000
4,0.9768025277276153,3.4970309734344482,1,3000,3000
4,0.9797593734942645,2.305957317352295,2,3000,3000
4,1.0208108508197913,2.44162917137146,3,3000,3000
4,1.0194191513256208,2.3223421573638916,4,3000,3000
5,1.1393403848056547,5.456580877304077,0,3000,3000
5,1.1217870736786333,2.4353628158569336,1,3000,3000
5,1.1490821094613812,2.3059873580932617,2,3000,3000
5,1.2068749237967795,5.245110273361206,3,3000,3000
5,1.1720742211256152,5.232805490493774,4,3000,3000
6,0.9873399989917728,5.361245632171631,0,3000,3000
6,1.0196153085760182,5.216152191162109,1,3000,3000
6,1.0411626871966895,5.10207462310791,2,3000,3000
6,1.0505683815877547,5.1512744426727295,3,3000,3000
6,1.0321088201285475,5.360924482345581,4,3000,3000
7,0.11926924655702341,3.3775062561035156,0,3000,3000
7,0.1188380714184334,3.3154869079589844,1,3000,3000
7,0.11755981440668069,2.3215627670288086,2,3000,3000
7,0.12314750807878494,5.296597480773926,3,3000,3000
7,0.11842820980492393,5.339458465576172,4,3000,3000
8,0.18040125751001523,5.197665691375732,0,3000,3000
8,0.19400134938894587,3.1849417686462402,1,3000,3000
8,0.18579435213277481,2.224463701248169,2,3000,3000
8,0.18519888838010798,5.331058502197266,3,3000,3000
8,0.19310093125199523,2.381145477294922,4,3000,3000
